,Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
3447,Chlamydia,2018,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,10537,424.5,2482454
3448,Chlamydia,2017,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,10132,417.3,2428199
3449,Chlamydia,2016,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,9454,398.9,2370102
3450,Chlamydia,2015,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,8628,372.9,2313706
3451,Chlamydia,2014,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,8222,362.1,2270925
3452,Chlamydia,2013,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,7530,337.3,2232700
3453,Chlamydia,2012,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,7608,347.2,2191189
3454,Chlamydia,2011,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,7083,328.8,2154206
3455,Chlamydia,2010,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,6680,315.2,2119566
3456,Chlamydia,2009,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,6134,288.4,2126793
3457,Chlamydia,2008,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,5993,287.3,2086092
3458,"Early Non-Primary, Non-Secondary Syphilis",2020,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,81,3.2,2537855
3459,"Early Non-Primary, Non-Secondary Syphilis",2019,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,120,4.7,2537855
3460,"Early Non-Primary, Non-Secondary Syphilis",2018,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,101,4.1,2482454
3461,"Early Non-Primary, Non-Secondary Syphilis",2017,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,85,3.5,2428199
3462,"Early Non-Primary, Non-Secondary Syphilis",2016,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,61,2.6,2370102
3463,"Early Non-Primary, Non-Secondary Syphilis",2015,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,31,1.3,2313706
3464,"Early Non-Primary, Non-Secondary Syphilis",2014,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,41,1.8,2270925
3465,"Early Non-Primary, Non-Secondary Syphilis",2013,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,47,2.1,2232700
3466,"Early Non-Primary, Non-Secondary Syphilis",2012,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,8,0.4,2191189
3467,"Early Non-Primary, Non-Secondary Syphilis",2011,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,8,0.4,2154206
3468,"Early Non-Primary, Non-Secondary Syphilis",2010,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,20,0.9,2119566
3469,"Early Non-Primary, Non-Secondary Syphilis",2009,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,7,0.3,2126793
3470,"Early Non-Primary, Non-Secondary Syphilis",2008,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,10,0.5,2086092
3471,Primary and Secondary Syphilis,2020,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,131,5.2,2537855
3472,Primary and Secondary Syphilis,2019,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,138,5.4,2537855
3473,Primary and Secondary Syphilis,2018,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,169,6.8,2482454
3474,Primary and Secondary Syphilis,2017,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,117,4.8,2428199
3475,Primary and Secondary Syphilis,2016,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,92,3.9,2370102
3476,Primary and Secondary Syphilis,2015,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,65,2.8,2313706
3477,Primary and Secondary Syphilis,2014,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,47,2.1,2270925
3478,Primary and Secondary Syphilis,2013,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,73,3.3,2232700
3479,Primary and Secondary Syphilis,2012,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,42,1.9,2191189
3480,Primary and Secondary Syphilis,2011,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,14,0.6,2154206
3481,Primary and Secondary Syphilis,2010,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,65,3.1,2119566
3482,Primary and Secondary Syphilis,2009,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,31,1.5,2126793
3483,Primary and Secondary Syphilis,2008,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,25,1.2,2086092
3484,AIDS prevalence,2020,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1508,58.2,2588940
3485,AIDS prevalence,2019,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1460,57.6,2536760
3486,AIDS prevalence,2018,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1435,57.8,2483961
3487,AIDS prevalence,2017,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1384,57,2430029
3488,AIDS prevalence,2016,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1405,59.2,2371833
3489,AIDS prevalence,2015,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1403,60.6,2315120
3490,AIDS prevalence,2014,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1384,60.9,2272041
3491,AIDS prevalence,2013,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1365,61.1,2233546
3492,AIDS prevalence,2012,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1279,58.4,2191763
3493,AIDS prevalence,2011,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1235,57.3,2154498
3494,AIDS prevalence,2010,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1192,56.2,2119623
3495,AIDS prevalence,2009,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1214,57.1,2126805
3496,AIDS prevalence,2008,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,1179,56.5,2086097
3497,HIV prevalence,2020,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,3265,126.1,2588940
3498,HIV prevalence,2019,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,3088,121.7,2536760
3499,HIV prevalence,2018,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2933,118.1,2483961
3500,HIV prevalence,2017,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2749,113.1,2430029
3501,HIV prevalence,2016,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2697,113.7,2371833
3502,HIV prevalence,2015,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2625,113.4,2315120
3503,HIV prevalence,2014,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2540,111.8,2272041
3504,HIV prevalence,2013,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2461,110.2,2233546
3505,HIV prevalence,2012,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2279,104,2191763
3506,HIV prevalence,2011,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2209,102.5,2154498
3507,HIV prevalence,2010,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2106,99.4,2119623
3508,HIV prevalence,2009,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2214,104.1,2126805
3509,HIV prevalence,2008,Utah,49,Ages 13 years and older,All races/ethnicities,Both sexes,2124,101.8,2086097
3510,Gonorrhea,2020,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,139,25.5,544176
3511,Gonorrhea,2019,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,175,32.2,544176
3512,Gonorrhea,2018,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,268,49.3,543487
3513,Gonorrhea,2017,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,203,37.4,542690
3514,Gonorrhea,2016,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,126,23.3,541298
3515,Gonorrhea,2015,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,155,28.6,541647
3516,Gonorrhea,2014,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,84,15.5,540902
3517,Gonorrhea,2013,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,97,17.9,540955
3518,Gonorrhea,2012,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,99,18.3,539694
3519,Gonorrhea,2011,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,48,8.9,539399
3520,Gonorrhea,2010,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,58,10.8,537100
3521,Gonorrhea,2009,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,50,9.3,535119
3522,Gonorrhea,2008,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,37,6.9,533825
3523,Chlamydia,2020,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1116,205.1,544176
3524,Chlamydia,2019,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,,,544176
3525,Chlamydia,2018,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1710,314.6,543487
3526,Chlamydia,2017,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1858,342.4,542690
3527,Chlamydia,2016,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1690,312.2,541298
3528,Chlamydia,2015,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1901,351,541647
3529,Chlamydia,2014,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,2234,413,540902
3530,Chlamydia,2013,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1839,340,540955
3531,Chlamydia,2012,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1724,319.4,539694
3532,Chlamydia,2011,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1481,274.6,539399
3533,Chlamydia,2010,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1254,233.5,537100
3534,Chlamydia,2009,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1186,221.6,535119
3535,Chlamydia,2008,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,1189,222.7,533825
3536,"Early Non-Primary, Non-Secondary Syphilis",2020,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,11,2,544176
3537,"Early Non-Primary, Non-Secondary Syphilis",2019,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,11,2,544176
3538,"Early Non-Primary, Non-Secondary Syphilis",2018,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,18,3.3,543487
3539,"Early Non-Primary, Non-Secondary Syphilis",2017,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,13,2.4,542690
3540,"Early Non-Primary, Non-Secondary Syphilis",2016,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,14,2.6,541298
3541,"Early Non-Primary, Non-Secondary Syphilis",2015,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,6,1.1,541647
3542,"Early Non-Primary, Non-Secondary Syphilis",2014,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,7,1.3,540902
3543,"Early Non-Primary, Non-Secondary Syphilis",2013,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,,,540955
3544,"Early Non-Primary, Non-Secondary Syphilis",2012,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,6,1.1,539694
3545,"Early Non-Primary, Non-Secondary Syphilis",2011,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,,,539399
3546,"Early Non-Primary, Non-Secondary Syphilis",2010,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,0,0,537100
3547,"Early Non-Primary, Non-Secondary Syphilis",2009,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,,,535119
3548,"Early Non-Primary, Non-Secondary Syphilis",2008,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,6,1.1,533825
3549,Primary and Secondary Syphilis,2020,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,3,0.6,544176
3550,Primary and Secondary Syphilis,2019,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,11,2,544176
3551,Primary and Secondary Syphilis,2018,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,11,2,543487
3552,Primary and Secondary Syphilis,2017,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,13,2.4,542690
3553,Primary and Secondary Syphilis,2016,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,23,4.2,541298
3554,Primary and Secondary Syphilis,2015,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,9,1.7,541647
3555,Primary and Secondary Syphilis,2014,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,5,0.9,540902
3556,Primary and Secondary Syphilis,2013,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,,,540955
3557,Primary and Secondary Syphilis,2012,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,6,1.1,539694
3558,Primary and Secondary Syphilis,2011,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,9,1.7,539399
3559,Primary and Secondary Syphilis,2010,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,4,0.7,537100
3560,Primary and Secondary Syphilis,2009,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,0,0,535119
3561,Primary and Secondary Syphilis,2008,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,11,2.1,533825
3562,AIDS prevalence,2020,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,375,68.9,544610
3563,AIDS prevalence,2019,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,370,68,544186
3564,AIDS prevalence,2018,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,375,69,543845
3565,AIDS prevalence,2017,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,365,67.2,543325
3566,AIDS prevalence,2016,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,349,64.4,541932
3567,AIDS prevalence,2015,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,345,63.6,542178
3568,AIDS prevalence,2014,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,333,61.5,541335
3569,AIDS prevalence,2013,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,314,58,541308
3570,AIDS prevalence,2012,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,299,55.4,539941
3571,AIDS prevalence,2011,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,272,50.4,539532
3572,AIDS prevalence,2010,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,255,47.5,537113
3573,AIDS prevalence,2009,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,236,44.1,535123
3574,AIDS prevalence,2008,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,233,43.6,533825
3575,HIV prevalence,2020,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,722,132.6,544610
3576,HIV prevalence,2019,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,714,131.2,544186
3577,HIV prevalence,2018,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,703,129.3,543845
3578,HIV prevalence,2017,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,683,125.7,543325
3579,HIV prevalence,2016,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,649,119.8,541932
3580,HIV prevalence,2015,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,635,117.1,542178
3581,HIV prevalence,2014,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,625,115.5,541335
3582,HIV prevalence,2013,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,587,108.4,541308
3583,HIV prevalence,2012,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,542,100.4,539941
3584,HIV prevalence,2011,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,484,89.7,539532
3585,HIV prevalence,2010,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,447,83.2,537113
3586,HIV prevalence,2009,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,389,72.7,535123
3587,HIV prevalence,2008,Vermont,50,Ages 13 years and older,All races/ethnicities,Both sexes,379,71,533825
3588,Gonorrhea,2020,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,15207,211.2,7200624
3589,Gonorrhea,2019,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,13835,192.1,7200624
3590,Gonorrhea,2018,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,11767,164.3,7161326
3591,Gonorrhea,2017,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,12566,176.5,7120613
3592,Gonorrhea,2016,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,11064,156.6,7066374
3593,Gonorrhea,2015,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,8087,115.2,7018934
3594,Gonorrhea,2014,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,8241,118.2,6969511
3595,Gonorrhea,2013,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,6936,100.4,6909116
3596,Gonorrhea,2012,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,6875,100.5,6841941
3597,Gonorrhea,2011,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,6511,96.3,6763865
3598,Gonorrhea,2010,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,7384,110.3,6692535
3599,Gonorrhea,2009,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,7771,118.8,6543717
3600,Gonorrhea,2008,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,10274,158.7,6472101
3601,Chlamydia,2020,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,40937,568.5,7200624
3602,Chlamydia,2019,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,48148,668.7,7200624
3603,Chlamydia,2018,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,42914,599.2,7161326
3604,Chlamydia,2017,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,42254,593.4,7120613
3605,Chlamydia,2016,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,39585,560.2,7066374
3606,Chlamydia,2015,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,35304,503,7018934
3607,Chlamydia,2014,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,35988,516.4,6969511
3608,Chlamydia,2013,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,33248,481.2,6909116
3609,Chlamydia,2012,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,34901,510.1,6841941
3610,Chlamydia,2011,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,36219,535.5,6763865
3611,Chlamydia,2010,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,30730,459.2,6692535
3612,Chlamydia,2009,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,30814,470.9,6543717
3613,Chlamydia,2008,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,30996,478.9,6472101
3614,"Early Non-Primary, Non-Secondary Syphilis",2020,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,646,9,7200624
3615,"Early Non-Primary, Non-Secondary Syphilis",2019,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,,,7200624
3616,"Early Non-Primary, Non-Secondary Syphilis",2018,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,668,9.3,7161326
3617,"Early Non-Primary, Non-Secondary Syphilis",2017,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,659,9.3,7120613
3618,"Early Non-Primary, Non-Secondary Syphilis",2016,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,602,8.5,7066374
3619,"Early Non-Primary, Non-Secondary Syphilis",2015,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,410,5.8,7018934
3620,"Early Non-Primary, Non-Secondary Syphilis",2014,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,274,3.9,6969511
3621,"Early Non-Primary, Non-Secondary Syphilis",2013,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,354,5.1,6909116
3622,"Early Non-Primary, Non-Secondary Syphilis",2012,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,303,4.4,6841941
3623,"Early Non-Primary, Non-Secondary Syphilis",2011,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,289,4.3,6763865
3624,"Early Non-Primary, Non-Secondary Syphilis",2010,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,275,4.1,6692535
3625,"Early Non-Primary, Non-Secondary Syphilis",2009,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,233,3.6,6543717
3626,"Early Non-Primary, Non-Secondary Syphilis",2008,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,238,3.7,6472101
3627,Primary and Secondary Syphilis,2020,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,701,9.7,7200624
3628,Primary and Secondary Syphilis,2019,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,659,9.2,7200624
3629,Primary and Secondary Syphilis,2018,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,702,9.8,7161326
3630,Primary and Secondary Syphilis,2017,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,535,7.5,7120613
3631,Primary and Secondary Syphilis,2016,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,459,6.5,7066374
3632,Primary and Secondary Syphilis,2015,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,334,4.8,7018934
3633,Primary and Secondary Syphilis,2014,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,289,4.1,6969511
3634,Primary and Secondary Syphilis,2013,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,315,4.6,6909116
3635,Primary and Secondary Syphilis,2012,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,285,4.2,6841941
3636,Primary and Secondary Syphilis,2011,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,213,3.1,6763865
3637,Primary and Secondary Syphilis,2010,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,279,4.2,6692535
3638,Primary and Secondary Syphilis,2009,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,299,4.6,6543717
3639,Primary and Secondary Syphilis,2008,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,266,4.1,6472101
3640,AIDS prevalence,2020,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,11292,155.6,7255595
3641,AIDS prevalence,2019,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,11119,154.1,7215840
3642,AIDS prevalence,2018,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,10898,152,7167630
3643,AIDS prevalence,2017,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,10655,149.5,7126147
3644,AIDS prevalence,2016,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,10341,146.2,7071371
3645,AIDS prevalence,2015,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,10204,145.3,7023193
3646,AIDS prevalence,2014,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,10133,145.3,6972929
3647,AIDS prevalence,2013,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,9915,143.5,6911744
3648,AIDS prevalence,2012,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,9950,145.4,6843747
3649,AIDS prevalence,2011,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,9337,138,6764817
3650,AIDS prevalence,2010,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,9114,136.2,6692749
3651,AIDS prevalence,2009,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,8821,134.8,6543736
3652,AIDS prevalence,2008,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,8569,132.4,6472126
3653,HIV prevalence,2020,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,24046,331.4,7255595
3654,HIV prevalence,2019,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,23601,327.1,7215840
3655,HIV prevalence,2018,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,22896,319.4,7167630
3656,HIV prevalence,2017,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,22290,312.8,7126147
3657,HIV prevalence,2016,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,21499,304,7071371
3658,HIV prevalence,2015,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,21030,299.4,7023193
3659,HIV prevalence,2014,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,20609,295.6,6972929
3660,HIV prevalence,2013,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,19933,288.4,6911744
3661,HIV prevalence,2012,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,19667,287.4,6843747
3662,HIV prevalence,2011,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,18629,275.4,6764817
3663,HIV prevalence,2010,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,18222,272.3,6692749
3664,HIV prevalence,2009,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,18832,287.8,6543736
3665,HIV prevalence,2008,Virginia,51,Ages 13 years and older,All races/ethnicities,Both sexes,18258,282.1,6472126
3666,Gonorrhea,2020,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,11639,181.7,6406520
3667,Gonorrhea,2019,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,11729,183.1,6406520
3668,Gonorrhea,2018,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,11199,177.3,6317962
3669,Gonorrhea,2017,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,9909,159.2,6223296
3670,Gonorrhea,2016,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,8161,133.6,6109662
3671,Gonorrhea,2015,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,7166,119.5,5995196
3672,Gonorrhea,2014,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,6215,105.4,5898530
3673,Gonorrhea,2013,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,4367,75.1,5814237
3674,Gonorrhea,2012,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,3232,56.2,5750836
3675,Gonorrhea,2011,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,2732,48.1,5684627
3676,Gonorrhea,2010,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,2863,51.1,5607862
3677,Gonorrhea,2009,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,2279,41.2,5532575
3678,Gonorrhea,2008,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,3113,57.1,5451253
3679,Chlamydia,2020,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,31063,484.9,6406520
3680,Chlamydia,2019,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,37640,587.5,6406520
3681,Chlamydia,2018,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,34423,544.8,6317962
3682,Chlamydia,2017,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,32209,517.6,6223296
