Indicator,Year,State,Age,Race,Sex,Cases,Rate per 100000,Population,total_STD,STD_per_100000
HIV prevalence,2014,Pennsylvania,Ages 13 years and older,All races/ethnicities,Both sexes,32618.0,299.7,10882318.0,64337.0,591.2067631179312
HIV prevalence,2013,Pennsylvania,Ages 13 years and older,All races/ethnicities,Both sexes,31951.0,294.2,10860069.0,66905.0,616.0642257429488
HIV prevalence,2012,Pennsylvania,Ages 13 years and older,All races/ethnicities,Both sexes,31476.0,290.5,10835024.0,71261.0,657.6912058524282
HIV prevalence,2011,Pennsylvania,Ages 13 years and older,All races/ethnicities,Both sexes,30680.0,284.0,10803180.0,67324.0,623.186876456747
HIV prevalence,2010,Pennsylvania,Ages 13 years and older,All races/ethnicities,Both sexes,29921.0,278.1,10760184.0,61037.0,567.2486641492376
HIV prevalence,2009,Pennsylvania,Ages 13 years and older,All races/ethnicities,Both sexes,28272.0,265.2,10659191.0,53777.0,504.512959754638
HIV prevalence,2008,Pennsylvania,Ages 13 years and older,All races/ethnicities,Both sexes,27265.0,256.8,10618093.0,53782.0,506.5127984846243
Gonorrhea,2020,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,,,915907.0,4603.0,502.5619413324715
Gonorrhea,2019,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1515.0,165.4,915907.0,7440.0,812.3095467116203
Gonorrhea,2018,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1334.0,146.0,913641.0,6984.0,764.4140313317813
Gonorrhea,2017,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1087.0,119.4,910401.0,6506.0,714.6301464958848
Gonorrhea,2016,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,715.0,78.6,909988.0,5802.0,637.5908253735214
Gonorrhea,2015,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,580.0,63.9,908330.0,5267.0,579.855338918675
Gonorrhea,2014,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,589.0,64.9,907058.0,5054.0,557.1859792868813
Gonorrhea,2013,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,454.0,50.2,904634.0,4828.0,533.6965004631708
Gonorrhea,2012,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,506.0,56.1,902498.0,4881.0,540.8322234509106
Gonorrhea,2011,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,360.0,40.0,899747.0,4570.0,507.9205598907248
Gonorrhea,2010,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,291.0,32.4,898517.0,3827.0,425.9240504075048
Gonorrhea,2009,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,322.0,36.0,894468.0,3966.0,443.39204979943383
Gonorrhea,2008,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,307.0,34.4,893608.0,3644.0,407.7850690683164
Chlamydia,2020,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,4418.0,482.4,915907.0,4603.0,502.5619413324715
Chlamydia,2019,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,5715.0,624.0,915907.0,7440.0,812.3095467116203
Chlamydia,2018,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,5483.0,600.1,913641.0,6984.0,764.4140313317813
Chlamydia,2017,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,5278.0,579.7,910401.0,6506.0,714.6301464958848
Chlamydia,2016,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,4934.0,542.2,909988.0,5802.0,637.5908253735214
Chlamydia,2015,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,4572.0,503.3,908330.0,5267.0,579.855338918675
Chlamydia,2014,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,4345.0,479.0,907058.0,5054.0,557.1859792868813
Chlamydia,2013,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,4307.0,476.1,904634.0,4828.0,533.6965004631708
Chlamydia,2012,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,4307.0,477.2,902498.0,4881.0,540.8322234509106
Chlamydia,2011,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,4144.0,460.6,899747.0,4570.0,507.9205598907248
Chlamydia,2010,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,3475.0,386.7,898517.0,3827.0,425.9240504075048
Chlamydia,2009,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,3610.0,403.6,894468.0,3966.0,443.39204979943383
Chlamydia,2008,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,3312.0,370.6,893608.0,3644.0,407.7850690683164
"Early Non-Primary, Non-Secondary Syphilis",2020,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,96.0,10.5,915907.0,4603.0,502.5619413324715
"Early Non-Primary, Non-Secondary Syphilis",2019,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,109.0,11.9,915907.0,7440.0,812.3095467116203
"Early Non-Primary, Non-Secondary Syphilis",2018,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,71.0,7.8,913641.0,6984.0,764.4140313317813
"Early Non-Primary, Non-Secondary Syphilis",2017,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,70.0,7.7,910401.0,6506.0,714.6301464958848
"Early Non-Primary, Non-Secondary Syphilis",2016,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,63.0,6.9,909988.0,5802.0,637.5908253735214
"Early Non-Primary, Non-Secondary Syphilis",2015,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,38.0,4.2,908330.0,5267.0,579.855338918675
"Early Non-Primary, Non-Secondary Syphilis",2014,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,49.0,5.4,907058.0,5054.0,557.1859792868813
"Early Non-Primary, Non-Secondary Syphilis",2013,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,22.0,2.4,904634.0,4828.0,533.6965004631708
"Early Non-Primary, Non-Secondary Syphilis",2012,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,24.0,2.7,902498.0,4881.0,540.8322234509106
"Early Non-Primary, Non-Secondary Syphilis",2011,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,20.0,2.2,899747.0,4570.0,507.9205598907248
"Early Non-Primary, Non-Secondary Syphilis",2010,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,20.0,2.2,898517.0,3827.0,425.9240504075048
"Early Non-Primary, Non-Secondary Syphilis",2009,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,14.0,1.6,894468.0,3966.0,443.39204979943383
"Early Non-Primary, Non-Secondary Syphilis",2008,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,7.0,0.8,893608.0,3644.0,407.7850690683164
Primary and Secondary Syphilis,2020,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,89.0,9.7,915907.0,4603.0,502.5619413324715
Primary and Secondary Syphilis,2019,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,101.0,11.0,915907.0,7440.0,812.3095467116203
Primary and Secondary Syphilis,2018,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,96.0,10.5,913641.0,6984.0,764.4140313317813
Primary and Secondary Syphilis,2017,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,71.0,7.8,910401.0,6506.0,714.6301464958848
Primary and Secondary Syphilis,2016,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,90.0,9.9,909988.0,5802.0,637.5908253735214
Primary and Secondary Syphilis,2015,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,77.0,8.5,908330.0,5267.0,579.855338918675
Primary and Secondary Syphilis,2014,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,71.0,7.8,907058.0,5054.0,557.1859792868813
Primary and Secondary Syphilis,2013,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,45.0,5.0,904634.0,4828.0,533.6965004631708
Primary and Secondary Syphilis,2012,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,44.0,4.9,902498.0,4881.0,540.8322234509106
Primary and Secondary Syphilis,2011,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,46.0,5.1,899747.0,4570.0,507.9205598907248
Primary and Secondary Syphilis,2010,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,41.0,4.6,898517.0,3827.0,425.9240504075048
Primary and Secondary Syphilis,2009,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,20.0,2.2,894468.0,3966.0,443.39204979943383
Primary and Secondary Syphilis,2008,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,18.0,2.0,893608.0,3644.0,407.7850690683164
AIDS prevalence,2020,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1406.0,153.7,914950.0,4603.0,503.08760041532327
AIDS prevalence,2019,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1429.0,156.2,914729.0,7440.0,813.3556495967657
AIDS prevalence,2018,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1422.0,155.5,914386.0,6984.0,763.7912216503753
AIDS prevalence,2017,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1419.0,155.7,911118.0,6506.0,714.067771682702
AIDS prevalence,2016,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1356.0,148.9,910845.0,5802.0,636.990926008267
AIDS prevalence,2015,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1340.0,147.4,909071.0,5267.0,579.3826884808777
AIDS prevalence,2014,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1333.0,146.9,907577.0,5054.0,556.8673511999533
AIDS prevalence,2013,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1322.0,146.1,905075.0,4828.0,533.4364555423583
AIDS prevalence,2012,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1303.0,144.3,902754.0,4881.0,540.6788560338697
AIDS prevalence,2011,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1283.0,142.6,899920.0,4570.0,507.8229175926749
AIDS prevalence,2010,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1271.0,141.4,898553.0,3827.0,425.906986009729
AIDS prevalence,2009,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1292.0,144.4,894466.0,3966.0,443.39304121118073
AIDS prevalence,2008,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1255.0,140.4,893608.0,3644.0,407.7850690683164
HIV prevalence,2020,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2672.0,292.0,914950.0,4603.0,503.08760041532327
HIV prevalence,2019,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2659.0,290.7,914729.0,7440.0,813.3556495967657
HIV prevalence,2018,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2592.0,283.5,914386.0,6984.0,763.7912216503753
HIV prevalence,2017,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2543.0,279.1,911118.0,6506.0,714.067771682702
HIV prevalence,2016,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2408.0,264.4,910845.0,5802.0,636.990926008267
HIV prevalence,2015,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2330.0,256.3,909071.0,5267.0,579.3826884808777
HIV prevalence,2014,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2311.0,254.6,907577.0,5054.0,556.8673511999533
HIV prevalence,2013,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2216.0,244.8,905075.0,4828.0,533.4364555423583
HIV prevalence,2012,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2178.0,241.3,902754.0,4881.0,540.6788560338697
HIV prevalence,2011,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2122.0,235.8,899920.0,4570.0,507.8229175926749
HIV prevalence,2010,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,2095.0,233.2,898553.0,3827.0,425.906986009729
HIV prevalence,2009,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1968.0,220.0,894466.0,3966.0,443.39304121118073
HIV prevalence,2008,Rhode Island,Ages 13 years and older,All races/ethnicities,Both sexes,1888.0,211.3,893608.0,3644.0,407.7850690683164
Gonorrhea,2020,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,16687.0,383.3,4353544.0,51413.0,1180.9459144090424
Gonorrhea,2019,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,14151.0,325.0,4353544.0,51245.0,1177.0869893585548
Gonorrhea,2018,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,13781.0,321.2,4290081.0,48753.0,1136.4121097014252
Gonorrhea,2017,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,12594.0,297.7,4230145.0,45808.0,1082.894321589449
Gonorrhea,2016,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,9183.0,220.2,4170589.0,38247.0,917.0647119627469
Gonorrhea,2015,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,8182.0,199.1,4109073.0,36460.0,887.3047521910659
Gonorrhea,2014,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,8234.0,203.5,4046383.0,36980.0,913.902613766418
Gonorrhea,2013,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,7184.0,180.1,3988769.0,33417.0,837.7772691273924
Gonorrhea,2012,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,7616.0,193.3,3939419.0,35257.0,894.9796911676568
Gonorrhea,2011,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,8327.0,213.8,3894527.0,37751.0,969.3346586119443
Gonorrhea,2010,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,7951.0,206.1,3857444.0,34928.0,905.470047005219
Gonorrhea,2009,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,8303.0,219.6,3780753.0,35313.0,934.0202864350039
Gonorrhea,2008,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,9409.0,252.1,3732319.0,35937.0,962.8598198599852
Chlamydia,2020,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,34075.0,782.7,4353544.0,51413.0,1180.9459144090424
Chlamydia,2019,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,35897.0,824.5,4353544.0,51245.0,1177.0869893585548
Chlamydia,2018,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,33856.0,789.2,4290081.0,48753.0,1136.4121097014252
Chlamydia,2017,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,32166.0,760.4,4230145.0,45808.0,1082.894321589449
Chlamydia,2016,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,28135.0,674.6,4170589.0,38247.0,917.0647119627469
Chlamydia,2015,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,27488.0,669.0,4109073.0,36460.0,887.3047521910659
Chlamydia,2014,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,28029.0,692.7,4046383.0,36980.0,913.902613766418
Chlamydia,2013,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,25548.0,640.5,3988769.0,33417.0,837.7772691273924
Chlamydia,2012,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,27080.0,687.4,3939419.0,35257.0,894.9796911676568
Chlamydia,2011,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,28858.0,741.0,3894527.0,37751.0,969.3346586119443
Chlamydia,2010,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,26478.0,686.4,3857444.0,34928.0,905.470047005219
Chlamydia,2009,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,26603.0,703.6,3780753.0,35313.0,934.0202864350039
Chlamydia,2008,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,26238.0,703.0,3732319.0,35937.0,962.8598198599852
"Early Non-Primary, Non-Secondary Syphilis",2020,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,,,4353544.0,51413.0,1180.9459144090424
"Early Non-Primary, Non-Secondary Syphilis",2019,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,681.0,15.6,4353544.0,51245.0,1177.0869893585548
"Early Non-Primary, Non-Secondary Syphilis",2018,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,732.0,17.1,4290081.0,48753.0,1136.4121097014252
"Early Non-Primary, Non-Secondary Syphilis",2017,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,687.0,16.2,4230145.0,45808.0,1082.894321589449
"Early Non-Primary, Non-Secondary Syphilis",2016,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,613.0,14.7,4170589.0,38247.0,917.0647119627469
"Early Non-Primary, Non-Secondary Syphilis",2015,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,496.0,12.1,4109073.0,36460.0,887.3047521910659
"Early Non-Primary, Non-Secondary Syphilis",2014,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,467.0,11.5,4046383.0,36980.0,913.902613766418
"Early Non-Primary, Non-Secondary Syphilis",2013,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,415.0,10.4,3988769.0,33417.0,837.7772691273924
"Early Non-Primary, Non-Secondary Syphilis",2012,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,336.0,8.5,3939419.0,35257.0,894.9796911676568
"Early Non-Primary, Non-Secondary Syphilis",2011,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,345.0,8.9,3894527.0,37751.0,969.3346586119443
"Early Non-Primary, Non-Secondary Syphilis",2010,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,344.0,8.9,3857444.0,34928.0,905.470047005219
"Early Non-Primary, Non-Secondary Syphilis",2009,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,284.0,7.5,3780753.0,35313.0,934.0202864350039
"Early Non-Primary, Non-Secondary Syphilis",2008,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,192.0,5.1,3732319.0,35937.0,962.8598198599852
Primary and Secondary Syphilis,2020,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,651.0,15.0,4353544.0,51413.0,1180.9459144090424
Primary and Secondary Syphilis,2019,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,516.0,11.9,4353544.0,51245.0,1177.0869893585548
Primary and Secondary Syphilis,2018,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,384.0,9.0,4290081.0,48753.0,1136.4121097014252
Primary and Secondary Syphilis,2017,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,361.0,8.5,4230145.0,45808.0,1082.894321589449
Primary and Secondary Syphilis,2016,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,316.0,7.6,4170589.0,38247.0,917.0647119627469
Primary and Secondary Syphilis,2015,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,294.0,7.2,4109073.0,36460.0,887.3047521910659
Primary and Secondary Syphilis,2014,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,250.0,6.2,4046383.0,36980.0,913.902613766418
Primary and Secondary Syphilis,2013,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,270.0,6.8,3988769.0,33417.0,837.7772691273924
Primary and Secondary Syphilis,2012,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,225.0,5.7,3939419.0,35257.0,894.9796911676568
Primary and Secondary Syphilis,2011,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,221.0,5.7,3894527.0,37751.0,969.3346586119443
Primary and Secondary Syphilis,2010,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,155.0,4.0,3857444.0,34928.0,905.470047005219
Primary and Secondary Syphilis,2009,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,123.0,3.3,3780753.0,35313.0,934.0202864350039
Primary and Secondary Syphilis,2008,South Carolina,Ages 13 years and older,All races/ethnicities,Both sexes,98.0,2.6,3732319.0,35937.0,962.8598198599852
AIDS prevalence,2020,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,9281.0,209.8,4423050.0,,
AIDS prevalence,2019,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,9146.0,209.8,4360421.0,,
AIDS prevalence,2018,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,8982.0,209.1,4296349.0,,
AIDS prevalence,2017,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,8851.0,209.0,4235109.0,,
AIDS prevalence,2016,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,8680.0,207.9,4174861.0,,
AIDS prevalence,2015,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,8588.0,208.8,4112528.0,,
AIDS prevalence,2014,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,8500.0,209.9,4049081.0,,
AIDS prevalence,2013,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,8574.0,214.8,3990748.0,,
AIDS prevalence,2012,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,8669.0,220.0,3940783.0,,
AIDS prevalence,2011,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,9679.0,248.5,3895019.0,,
AIDS prevalence,2010,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,7734.0,200.5,3857597.0,,
AIDS prevalence,2009,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,7269.0,192.3,3780746.0,,
AIDS prevalence,2008,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,6982.0,187.1,3732320.0,,
HIV prevalence,2020,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,17914.0,405.0,4423050.0,,
HIV prevalence,2019,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,17441.0,400.0,4360421.0,,
HIV prevalence,2018,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,16878.0,392.8,4296349.0,,
HIV prevalence,2017,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,16411.0,387.5,4235109.0,,
HIV prevalence,2016,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,15968.0,382.5,4174861.0,,
HIV prevalence,2015,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,15572.0,378.6,4112528.0,,
HIV prevalence,2014,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,15249.0,376.6,4049081.0,,
HIV prevalence,2013,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,14986.0,375.5,3990748.0,,
HIV prevalence,2012,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,15056.0,382.1,3940783.0,,
HIV prevalence,2011,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,16448.0,422.3,3895019.0,,
HIV prevalence,2010,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,13594.0,352.4,3857597.0,,
HIV prevalence,2009,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,13410.0,354.7,3780746.0,,
HIV prevalence,2008,South Carolina^,Ages 13 years and older,All races/ethnicities,Both sexes,13030.0,349.1,3732320.0,,
Gonorrhea,2020,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,2416.0,332.9,725735.0,6556.0,903.360041888568
Gonorrhea,2019,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,2166.0,298.5,725735.0,6765.0,932.158432485687
Gonorrhea,2018,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,1689.0,234.7,719542.0,6167.0,857.0729714179298
Gonorrhea,2017,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,1287.0,180.3,713616.0,5771.0,808.6982354655725
Gonorrhea,2016,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,1269.0,180.0,705093.0,5635.0,799.1853556906677
Gonorrhea,2015,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,1047.0,150.1,697742.0,5044.0,722.9033080995554
Gonorrhea,2014,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,889.0,128.0,694445.0,5128.0,738.4314092548726
Gonorrhea,2013,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,784.0,113.7,689285.0,4757.0,690.1354301921557
Gonorrhea,2012,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,705.0,103.3,682442.0,4643.0,680.3508576553025
Gonorrhea,2011,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,602.0,89.3,673969.0,4001.0,593.6474823025985
Gonorrhea,2010,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,468.0,70.1,668045.0,3662.0,548.1666654192456
Gonorrhea,2009,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,343.0,52.1,658318.0,3350.0,508.872611716526
Gonorrhea,2008,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,375.0,57.5,652234.0,3314.0,508.09985373347604
Chlamydia,2020,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,4036.0,556.1,725735.0,6556.0,903.360041888568
Chlamydia,2019,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,4543.0,626.0,725735.0,6765.0,932.158432485687
Chlamydia,2018,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,4428.0,615.4,719542.0,6167.0,857.0729714179298
Chlamydia,2017,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,4432.0,621.1,713616.0,5771.0,808.6982354655725
Chlamydia,2016,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,4326.0,613.5,705093.0,5635.0,799.1853556906677
Chlamydia,2015,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,3947.0,565.7,697742.0,5044.0,722.9033080995554
Chlamydia,2014,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,4163.0,599.5,694445.0,5128.0,738.4314092548726
Chlamydia,2013,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,3924.0,569.3,689285.0,4757.0,690.1354301921557
Chlamydia,2012,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,3920.0,574.4,682442.0,4643.0,680.3508576553025
Chlamydia,2011,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,3399.0,504.3,673969.0,4001.0,593.6474823025985
Chlamydia,2010,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,3190.0,477.5,668045.0,3662.0,548.1666654192456
Chlamydia,2009,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,3007.0,456.8,658318.0,3350.0,508.872611716526
Chlamydia,2008,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,2939.0,450.6,652234.0,3314.0,508.09985373347604
"Early Non-Primary, Non-Secondary Syphilis",2020,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,38.0,5.2,725735.0,6556.0,903.360041888568
"Early Non-Primary, Non-Secondary Syphilis",2019,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,8.0,1.1,725735.0,6765.0,932.158432485687
"Early Non-Primary, Non-Secondary Syphilis",2018,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,9.0,1.3,719542.0,6167.0,857.0729714179298
"Early Non-Primary, Non-Secondary Syphilis",2017,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,19.0,2.7,713616.0,5771.0,808.6982354655725
"Early Non-Primary, Non-Secondary Syphilis",2016,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,14.0,2.0,705093.0,5635.0,799.1853556906677
"Early Non-Primary, Non-Secondary Syphilis",2015,South Dakota,Ages 13 years and older,All races/ethnicities,Both sexes,11.0,1.6,697742.0,5044.0,722.9033080995554
